step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
379,84102,758,0.027158864882021447,1.0,1.0,,,,,,,,,
380,84344,760,0.0293334553293577,0.5,0.75,,,,,,,,,
381,84570,762,0.030176466843665824,0.5,0.8,,,,,,,,,
382,84684,764,0.04144239833727494,0.0,0.6,,,,,,,,,
383,84910,766,0.037489642329287566,0.0,0.6666666666666666,,,,,,,,,
384,85120,768,0.03631368430258835,0.5,0.8333333333333334,,,,,,,,,
385,85362,770,0.030541699503926493,0.5,0.8,0.031994889992143304,0.0,0.6666666666666666,,,,,,
386,85588,772,0.029840425444254737,1.0,1.0,,,,,,,,,
387,85830,774,0.024291536752066956,1.0,1.0,,,,,,,,,
388,86040,776,0.020345173338646768,1.0,1.0,,,,,,,,,
389,86266,778,0.026866917291191773,0.5,0.8333333333333334,,,,,,,,,
390,86396,780,0.03787930255830134,0.5,0.8,,,,,,,,,
391,86606,782,0.03327226916163874,0.5,0.8,,,,,,,,,
392,86864,784,0.02358095263467874,1.0,1.0,,,,,,,,,
393,87106,786,0.023228328147466226,0.5,0.8,0.01957420560929919,1.0,1.0,,,,,,
394,87332,788,0.027814539593989916,0.5,0.8,,,,,,,,,
395,87510,790,0.03342277556271173,0.5,0.8,,,,,,,,,
396,87736,792,0.021805863457618674,1.0,1.0,,,,,,,,,
397,87930,794,0.03601410677967389,0.0,0.5,,,,,,,,,
398,88172,796,0.028562889197061396,0.0,0.5,,,,,,,,,
399,88398,798,0.034165165878095136,0.5,0.8,,,,,,,,,
400,88496,800,0.0405233586332586,1.0,1.0,,,,,,,,,
401,88770,802,0.02359275922111812,0.5,0.8,0.03695006713173977,0.0,0.6666666666666666,,,,,,
402,89012,804,0.03415183169836776,0.5,0.8,,,,,,,,,
403,89174,806,0.02391124226995203,1.0,1.0,,,,,,,,,
404,89416,808,0.028321712913505815,1.0,1.0,,,,,,,,,
405,89690,810,0.02604626217071267,1.0,1.0,,,,,,,,,
406,89932,812,0.03583464695132837,0.5,0.8,,,,,,,,,
407,90126,814,0.023524421550476595,1.0,1.0,,,,,,,,,
408,90368,816,0.018438321391030174,1.0,1.0,,,,,,,,,
409,90482,818,0.030284142993354114,1.0,1.0,0.029042851650779498,0.5,0.8333333333333334,,,,,,
410,90740,820,0.024062558882318504,1.0,1.0,,,,,,,,,
411,90966,822,0.03891290280440314,0.5,0.8,,,,,,,,,
412,91208,824,0.037425365212598996,0.5,0.8,,,,,,,,,
413,91482,826,0.026391432490966454,0.5,0.8,,,,,,,,,
414,91676,828,0.02520262343277219,1.0,1.0,,,,,,,,,
415,91854,830,0.041771975806994474,0.5,0.8,,,,,,,,,
416,92112,832,0.020713612150302655,1.0,1.0,,,,,,,,,
417,92354,834,0.029253630883220163,0.5,0.8,0.02258373879650662,0.5,0.8,,,,,,
418,92580,836,0.03232666244002141,0.5,0.8,,,,,,,,,
419,92758,838,0.02818291099678184,1.0,1.0,,,,,,,,,
420,92984,840,0.035874964231376386,0.5,0.8,,,,,,,,,
421,93226,842,0.01479099895046784,1.0,1.0,,,,,,,,,
422,93372,844,0.03264131581563005,0.5,0.8,,,,,,,,,
423,93582,846,0.038393120896240154,0.5,0.8,,,,,,,,,
424,93792,848,0.019943088834585912,1.0,1.0,,,,,,,,,
425,94050,850,0.019013368725467786,0.5,0.8,0.030180020577378744,0.5,0.8,,,,,,
426,94276,852,0.031901090599867045,1.0,1.0,,,,,,,,,
427,94406,854,0.053162212262100744,0.0,0.5,,,,,,,,,
428,94600,856,0.0195766324536127,1.0,1.0,,,,,,,,,
429,94842,858,0.020405267684609353,0.5,0.8,,,,,,,,,
430,95084,860,0.025685039824293203,0.5,0.8,,,,,,,,,
431,95310,862,0.018414952695277896,1.0,1.0,,,,,,,,,
432,95552,864,0.021030347630659894,1.0,1.0,,,,,,,,,
433,95682,866,0.03246403883753771,0.5,0.8,0.02871799542073495,0.5,0.8333333333333334,,,,,,
434,95812,868,0.03394307092659347,0.5,0.8,,,,,,,,,
435,95942,870,0.03500727455751076,0.5,0.8,,,,,,,,,
436,96152,872,0.030251972983751332,0.5,0.8333333333333334,,,,,,,,,
437,96410,874,0.023614867896999105,0.5,0.8333333333333334,,,,,,,,,
438,96540,876,0.03874235069746817,0.0,0.6666666666666666,,,,,,,,,
439,96782,878,0.024798690063472954,1.0,1.0,,,,,,,,,
440,96912,880,0.04462120411161323,0.0,0.5,,,,,,,,,
441,97138,882,0.03194366860124774,0.0,0.5,0.030867657161601527,0.0,0.5,,,,,,
442,97348,884,0.027225755209568048,1.0,1.0,,,,,,,,,
443,97590,886,0.025102914823741836,1.0,1.0,,,,,,,,,
444,97800,888,0.02922261393786392,1.0,1.0,,,,,,,,,
445,98058,890,0.023627831685479633,1.0,1.0,,,,,,,,,
446,98268,892,0.026954784909351198,1.0,1.0,,,,,,,,,
447,98462,894,0.03758844953181703,0.0,0.5,,,,,,,,,
448,98720,896,0.030382983145684078,0.5,0.8,,,,,,,,,
449,98962,898,0.024877101169152864,0.5,0.8,0.039873255033513876,0.0,0.5,,,,,,
450,99092,900,0.05127132271252605,0.0,0.5,,,,,,,,,
451,99334,902,0.043575024324648735,0.0,0.5,,,,,,,,,
452,99464,904,0.04312912672460584,0.5,0.8,,,,,,,,,
453,99738,906,0.03421669568097621,0.0,0.6,,,,,,,,,
454,100012,908,0.021330892292900416,0.5,0.8333333333333334,,,,,,,,,
455,100158,910,0.03935758490804347,0.0,0.6666666666666666,,,,,,,,,
456,100432,912,0.023220048966188508,0.5,0.8,,,,,,,,,
457,100546,914,0.031498961459424206,1.0,1.0,0.023595406454892043,0.5,0.8,,,,,,
458,100756,916,0.02657699911660372,0.0,0.6666666666666666,,,,,,,,,
459,100998,918,0.02421946668727469,1.0,1.0,,,,,,,,,
460,101208,920,0.02534223757500618,0.0,0.6,,,,,,,,,
461,101498,922,0.024585609411022794,0.5,0.8,,,,,,,,,
462,101724,924,0.0263106056840778,0.5,0.75,,,,,,,,,
463,101982,926,0.025544629635939772,0.0,0.6666666666666666,,,,,,,,,
464,102112,928,0.03209575546939761,1.0,1.0,,,,,,,,,
465,102354,930,0.02428153055517366,1.0,1.0,0.024785274725644738,1.0,1.0,,,,,,
466,102548,932,0.03319415741203291,1.0,1.0,,,,,,,,,
467,102758,934,0.027583770639028164,0.5,0.8,,,,,,,,,
468,102968,936,0.027821631706012977,1.0,1.0,,,,,,,,,
469,103210,938,0.03101070372836269,0.0,0.5,,,,,,,,,
470,103452,940,0.024896786290079187,0.5,0.8333333333333334,,,,,,,,,
471,103694,942,0.03780277396800829,0.0,0.5,,,,,,,,,
472,103824,944,0.03183449894075665,0.5,0.8,,,,,,,,,
473,104018,946,0.026600195827691093,0.5,0.8,0.019198537695313572,1.0,1.0,,,,,,
474,104244,948,0.028085992822962,1.0,1.0,,,,,,,,,
475,104486,950,0.03208235798178218,1.0,1.0,,,,,,,,,
476,104696,952,0.0334328167786337,0.0,0.5,,,,,,,,,
477,104954,954,0.025353709760393032,1.0,1.0,,,,,,,,,
478,105164,956,0.027905590465998456,1.0,1.0,,,,,,,,,
479,105406,958,0.02565846981940558,0.5,0.8333333333333334,,,,,,,,,
480,105568,960,0.020447386680091544,1.0,1.0,,,,,,,,,
481,105794,962,0.03130150696823616,1.0,1.0,0.037440603236621954,0.5,0.8,,,,,,
482,106020,964,0.028831685486909626,0.5,0.8,,,,,,,,,
483,106278,966,0.024814026227020353,0.5,0.8,,,,,,,,,
484,106504,968,0.019960202327064445,1.0,1.0,,,,,,,,,
485,106762,970,0.028381239830715402,0.5,0.8,,,,,,,,,
486,106972,972,0.02881562162901883,0.5,0.8,,,,,,,,,
487,107198,974,0.027539633389258467,0.5,0.8,,,,,,,,,
488,107440,976,0.023997773571966714,0.0,0.5,,,,,,,,,
489,107666,978,0.029275560066113093,0.5,0.8,0.035777886185591544,0.5,0.8,,,,,,
490,107908,980,0.021755161916928348,1.0,1.0,,,,,,,,,
491,108198,982,0.027662723249993384,0.5,0.75,,,,,,,,,
492,108312,984,0.04195793207453854,0.5,0.8,,,,,,,,,
493,108426,986,0.03534176857384571,0.5,0.8,,,,,,,,,
494,108652,988,0.025057010931744474,0.5,0.8,,,,,,,,,
495,108782,990,0.02459978268283578,1.0,1.0,,,,,,,,,
496,109024,992,0.028232226940215537,0.0,0.6666666666666666,,,,,,,,,
497,109170,994,0.038508252184687994,0.5,0.8,0.03632571585840863,0.0,0.6666666666666666,,,,,,
498,109412,996,0.027610788054638156,0.0,0.4,,,,,,,,,
499,109670,998,0.029831157929156974,1.0,1.0,,,,,,,,,
500,109928,1000,0.03304747971269535,0.5,0.75,,,,,,,,,
501,110138,1002,0.01988973311698531,1.0,1.0,,,,,,,,,
502,110412,1004,0.028228233479032683,1.0,1.0,,,,,,,,,
503,110670,1006,0.02883510883628986,1.0,1.0,,,,,,,,,
504,110912,1008,0.023678026907702744,1.0,1.0,,,,,,,,,
505,111250,1010,0.025887033665220167,0.5,0.8,0.022694482626111977,1.0,1.0,,,,,,
506,111460,1012,0.023656217271387472,0.5,0.8,,,,,,,,,
507,111670,1014,0.02355480226641038,0.5,0.8,,,,,,,,,
508,111896,1016,0.03234444060567285,0.5,0.8,,,,,,,,,
509,112122,1018,0.022459532448671583,1.0,1.0,,,,,,,,,
510,112380,1020,0.024562328667044823,0.5,0.8,,,,,,,,,
511,112622,1022,0.0221918570142825,1.0,1.0,,,,,,,,,
512,112880,1024,0.031933694560986506,0.0,0.5,,,,,,,,,
513,113154,1026,0.03258378534770078,0.5,0.8,0.02172280947514253,1.0,1.0,,,,,,
514,113364,1028,0.026330360472054337,0.5,0.8,,,,,,,,,
515,113574,1030,0.02809263033243951,1.0,1.0,,,,,,,,,
516,113848,1032,0.01867614364742889,1.0,1.0,,,,,,,,,
517,113962,1034,0.036553439560907466,1.0,1.0,,,,,,,,,
518,114204,1036,0.028143325020620676,0.0,0.5,,,,,,,,,
519,114398,1038,0.027635546361166236,1.0,1.0,,,,,,,,,
520,114528,1040,0.03345507842355289,1.0,1.0,,,,,,,,,
521,114770,1042,0.02290197063606744,1.0,1.0,0.023677873255674914,0.5,0.8,,,,,,
522,115012,1044,0.029298084578056053,1.0,1.0,,,,,,,,,
523,115286,1046,0.025601215077030354,1.0,1.0,,,,,,,,,
524,115512,1048,0.02360978737215289,1.0,1.0,,,,,,,,,
525,115754,1050,0.026629641761472155,1.0,1.0,,,,,,,,,
526,115948,1052,0.031157806519314588,0.5,0.8,,,,,,,,,
527,116174,1054,0.021713914062315456,1.0,1.0,,,,,,,,,
528,116464,1056,0.030894370992232578,0.5,0.8,,,,0.685606062412262,0.6827309236947792,0.9770114942528736,0.7142081736909323,0.8248079790837803,0.8037825059101655
529,116594,1058,0.03144052473161594,1.0,1.0,0.023641440063380443,0.5,0.8,,,,,,
530,116708,1060,0.03424369965288796,0.5,0.8,,,,,,,,,
531,116934,1062,0.03058806399546971,0.0,0.5,,,,,,,,,
532,117176,1064,0.036579016763036334,0.0,0.5,,,,,,,,,
533,117418,1066,0.029679691299435033,0.5,0.8,,,,,,,,,
534,117548,1068,0.030402017385575845,0.5,0.8,,,,,,,,,
535,117822,1070,0.02571270115088871,0.0,0.6,,,,,,,,,
536,118048,1072,0.026704017636540782,0.5,0.8333333333333334,,,,,,,,,
537,118306,1074,0.019879326937720803,1.0,1.0,0.033825560135563815,0.5,0.8333333333333334,,,,,,
538,118564,1076,0.02410183118088128,0.5,0.8333333333333334,,,,,,,,,
539,118774,1078,0.024188479252385462,0.5,0.8333333333333334,,,,,,,,,
540,118888,1080,0.0316763157956731,1.0,1.0,,,,,,,,,
541,119162,1082,0.020702179131498646,1.0,1.0,,,,,,,,,
542,119340,1084,0.02209733388787258,1.0,1.0,,,,,,,,,
543,119550,1086,0.016354819211247873,1.0,1.0,,,,,,,,,
544,119664,1088,0.039218736964898464,0.5,0.75,,,,,,,,,
545,119890,1090,0.020542504151242962,1.0,1.0,0.032616221789669456,0.5,0.8,,,,,,
546,120148,1092,0.01661882955596653,1.0,1.0,,,,,,,,,
547,120390,1094,0.026968903133502562,0.5,0.8,,,,,,,,,
548,120616,1096,0.02071362587975451,1.0,1.0,,,,,,,,,
549,120842,1098,0.02663281618217005,0.5,0.8,,,,,,,,,
550,120972,1100,0.0362056188612624,0.5,0.75,,,,,,,,,
551,121246,1102,0.020230370679090382,1.0,1.0,,,,,,,,,
552,121408,1104,0.041401134222739985,0.0,0.6,,,,,,,,,
553,121538,1106,0.02253408971557775,1.0,1.0,0.03481501030091895,1.0,1.0,,,,,,
554,121732,1108,0.028356144893110693,1.0,1.0,,,,,,,,,
555,121974,1110,0.026416372260908552,1.0,1.0,,,,,,,,,
556,122216,1112,0.03469375331146891,0.0,0.6666666666666666,,,,,,,,,
557,122346,1114,0.038423516761382503,0.0,0.6,,,,,,,,,
558,122492,1116,0.022599737076508926,1.0,1.0,,,,,,,,,
559,122702,1118,0.017394301265642124,1.0,1.0,,,,,,,,,
560,122960,1120,0.029684566007638864,0.5,0.8,,,,,,,,,
561,123218,1122,0.027234679046212587,0.0,0.5,0.03062819303654858,1.0,1.0,,,,,,
562,123364,1124,0.025190014069399545,1.0,1.0,,,,,,,,,
563,123606,1126,0.025960186779473662,1.0,1.0,,,,,,,,,
564,123816,1128,0.03528532816507042,0.5,0.8,,,,,,,,,
565,124074,1130,0.02535861972900072,1.0,1.0,,,,,,,,,
566,124332,1132,0.017564062927911267,1.0,1.0,,,,,,,,,
567,124494,1134,0.041558628154799396,0.0,0.6666666666666666,,,,,,,,,
568,124720,1136,0.026994050896135244,0.5,0.8,,,,,,,,,
569,124930,1138,0.02781413053644673,0.5,0.75,0.0427391055073206,0.0,0.5,,,,,,
570,125204,1140,0.02114363154038689,1.0,1.0,,,,,,,,,
571,125398,1142,0.03297904132610862,0.0,0.5,,,,,,,,,
572,125512,1144,0.02960048393746742,1.0,1.0,,,,,,,,,
573,125642,1146,0.027294569269960222,1.0,1.0,,,,,,,,,
574,125884,1148,0.01970436360578371,1.0,1.0,,,,,,,,,
575,126142,1150,0.017903954432859026,1.0,1.0,,,,,,,,,
576,126368,1152,0.023157327751449002,0.5,0.8,,,,,,,,,
577,126626,1154,0.026653625056402747,1.0,1.0,0.019465421822391867,1.0,1.0,,,,,,
578,126756,1156,0.024270766286692835,1.0,1.0,,,,,,,,,
579,126982,1158,0.025561735568745532,0.5,0.75,,,,,,,,,
580,127240,1160,0.025626629106817234,0.5,0.8,,,,,,,,,
581,127482,1162,0.035843864333204994,0.0,0.5,,,,,,,,,
582,127772,1164,0.024346673328873174,0.0,0.5,,,,,,,,,
583,128014,1166,0.02633717314389348,1.0,1.0,,,,,,,,,
584,128224,1168,0.02515888636941388,0.5,0.75,,,,,,,,,
585,128434,1170,0.025799928788104144,1.0,1.0,0.03156063928994821,0.5,0.8,,,,,,
586,128692,1172,0.022481098682929287,0.5,0.8333333333333334,,,,,,,,,
587,128838,1174,0.03325617713551613,0.5,0.8,,,,,,,,,
588,129064,1176,0.02670676429056316,0.5,0.8,,,,,,,,,
589,129274,1178,0.028089684422783683,0.5,0.8333333333333334,,,,,,,,,
590,129548,1180,0.023247857883713335,0.0,0.6666666666666666,,,,,,,,,
591,129822,1182,0.019517499251950246,1.0,1.0,,,,,,,,,
592,129952,1184,0.023581751060056035,1.0,1.0,,,,,,,,,
593,130082,1186,0.026956689539382524,1.0,1.0,0.02233181487498419,1.0,1.0,,,,,,
594,130340,1188,0.019481140311749814,0.5,0.8333333333333334,,,,,,,,,
595,130566,1190,0.021548015847064502,1.0,1.0,,,,,,,,,
596,130824,1192,0.02433958777666618,1.0,1.0,,,,,,,,,
597,131066,1194,0.024235504528149248,1.0,1.0,,,,,,,,,
598,133020,1196,0.014129449419733767,1.0,1.0,,,,,,,,,
599,133246,1198,0.026450784761769097,0.0,0.6,,,,,,,,,
600,133472,1200,0.02775644504290767,0.5,0.8,,,,,,,,,
601,133714,1202,0.019447058333920273,1.0,1.0,0.027844701540111334,0.5,0.8,,,,,,
602,133940,1204,0.02616352040851618,0.5,0.8,,,,,,,,,
603,134182,1206,0.02793133766452744,1.0,1.0,,,,,,,,,
604,134360,1208,0.027751237705390598,1.0,1.0,,,,,,,,,
605,134506,1210,0.042434805294924945,0.0,0.5,,,,,,,,,
606,134732,1212,0.016414720541170193,1.0,1.0,,,,,,,,,
607,134958,1214,0.024107587319602507,0.5,0.8,,,,,,,,,
608,135152,1216,0.023543702656942857,1.0,1.0,,,,,,,,,
609,135378,1218,0.01505285863435558,1.0,1.0,0.0259450151793653,0.5,0.8,,,,,,
610,135604,1220,0.028248481381844093,0.5,0.8,,,,,,,,,
611,135846,1222,0.02521771165043553,1.0,1.0,,,,,,,,,
612,136088,1224,0.023660690931274986,1.0,1.0,,,,,,,,,
613,136250,1226,0.02210260999601974,1.0,1.0,,,,,,,,,
614,136524,1228,0.020774609157183342,0.5,0.8,,,,,,,,,
615,136798,1230,0.025683937815449552,1.0,1.0,,,,,,,,,
616,136992,1232,0.024987650725431274,1.0,1.0,,,,,,,,,
617,137266,1234,0.020721657146880398,0.5,0.8,0.02382712603071151,0.5,0.8,,,,,,
618,137476,1236,0.022918478818741664,0.5,0.8,,,,,,,,,
619,137718,1238,0.01870800668957903,1.0,1.0,,,,,,,,,
620,137912,1240,0.025522840409818077,1.0,1.0,,,,,,,,,
621,139242,1242,0.017493550884752886,0.5,0.8,,,,,,,,,
622,139500,1244,0.01907088156974567,0.5,0.8333333333333334,,,,,,,,,
623,139614,1246,0.03823029191364152,0.5,0.75,,,,,,,,,
624,139840,1248,0.02011496953524719,1.0,1.0,,,,,,,,,
625,140082,1250,0.035235497136053416,0.0,0.6666666666666666,0.03391331197536479,0.0,0.6666666666666666,,,,,,
626,140212,1252,0.022851472254243388,0.5,0.8,,,,,,,,,
627,140454,1254,0.019103974688321087,1.0,1.0,,,,,,,,,
628,140696,1256,0.026839020825201187,0.5,0.8,,,,,,,,,
629,140922,1258,0.03708706316646775,0.5,0.8,,,,,,,,,
630,141164,1260,0.021201608052599723,1.0,1.0,,,,,,,,,
631,141406,1262,0.026045591778095366,0.5,0.8,,,,,,,,,
632,141616,1264,0.025458694737089546,1.0,1.0,,,,,,,,,
633,141842,1266,0.018834895873795696,1.0,1.0,0.030865137558518135,1.0,1.0,,,,,,
634,142084,1268,0.025854734519419255,1.0,1.0,,,,,,,,,
635,142326,1270,0.02250881294982029,1.0,1.0,,,,,,,,,
636,142520,1272,0.025296286712309667,0.5,0.8333333333333334,,,,,,,,,
637,142762,1274,0.023083543356283674,0.5,0.8,,,,,,,,,
638,142972,1276,0.023147831416130114,0.5,0.8,,,,,,,,,
639,143166,1278,0.02017695334920707,1.0,1.0,,,,,,,,,
640,143392,1280,0.020579925098607777,0.5,0.8,,,,,,,,,
641,143618,1282,0.024847384636092814,0.5,0.75,0.033033925616462186,0.5,0.8,,,,,,
642,143844,1284,0.02438230204050854,0.5,0.8,,,,,,,,,
643,144054,1286,0.023063525560524763,1.0,1.0,,,,,,,,,
644,144344,1288,0.024859492754251783,1.0,1.0,,,,,,,,,
645,144506,1290,0.0251084998178585,1.0,1.0,,,,,,,,,
646,144748,1292,0.022923846566050086,1.0,1.0,,,,,,,,,
647,144910,1294,0.02527728497423277,0.5,0.8,,,,,,,,,
648,145168,1296,0.016583522873122546,1.0,1.0,,,,,,,,,
649,145378,1298,0.027513399045780988,0.5,0.8,0.030408174487133552,0.5,0.8,,,,,,
650,145636,1300,0.022382201221639378,1.0,1.0,,,,,,,,,
651,145782,1302,0.014031381052262632,1.0,1.0,,,,,,,,,
652,145912,1304,0.03749592412721568,0.5,0.8,,,,,,,,,
653,146138,1306,0.026590094046780453,1.0,1.0,,,,,,,,,
654,146300,1308,0.017578434960303868,1.0,1.0,,,,,,,,,
655,146526,1310,0.0236443966094784,1.0,1.0,,,,,,,,,
656,146736,1312,0.026359980782369983,1.0,1.0,,,,,,,,,
657,146882,1314,0.0306400663970304,1.0,1.0,0.02950654819908599,0.0,0.5,,,,,,
658,147108,1316,0.0238605939063934,0.5,0.8,,,,,,,,,
659,147350,1318,0.023288557565070735,1.0,1.0,,,,,,,,,
660,147560,1320,0.029017320835170828,0.5,0.8,,,,,,,,,
661,147802,1322,0.023716227140997033,1.0,1.0,,,,,,,,,
662,148060,1324,0.02233319909761661,1.0,1.0,,,,,,,,,
663,148190,1326,0.026769795076677386,1.0,1.0,,,,,,,,,
664,148368,1328,0.023661302535682063,1.0,1.0,,,,,,,,,
665,148610,1330,0.01896516644962973,1.0,1.0,0.03041684545031141,0.5,0.8,,,,,,
666,148740,1332,0.031789982118448565,0.5,0.8,,,,,,,,,
667,148870,1334,0.02668578509962401,1.0,1.0,,,,,,,,,
668,149112,1336,0.027218105881531,0.5,0.8,,,,,,,,,
669,149354,1338,0.025850007818989825,0.5,0.8,,,,,,,,,
670,149532,1340,0.027135750322141283,1.0,1.0,,,,,,,,,
671,149678,1342,0.025574417132393137,1.0,1.0,,,,,,,,,
672,149872,1344,0.025963552891461173,0.5,0.8,,,,,,,,,
673,150098,1346,0.018321433995375367,1.0,1.0,0.021541276085732336,0.5,0.8,,,,,,
674,150340,1348,0.0304449758320784,0.5,0.8,,,,,,,,,
675,150486,1350,0.031444457847770384,0.5,0.8,,,,,,,,,
676,150728,1352,0.021940480164884545,1.0,1.0,,,,,,,,,
677,150970,1354,0.023260171494212802,0.5,0.8333333333333334,,,,,,,,,
678,151228,1356,0.02086947511133786,1.0,1.0,,,,,,,,,
679,151454,1358,0.025054527185382414,1.0,1.0,,,,,,,,,
680,151568,1360,0.031850629632454004,1.0,1.0,,,,,,,,,
681,151730,1362,0.031361857250054526,0.5,0.8333333333333334,0.01181624344241421,1.0,1.0,,,,,,
682,151972,1364,0.016322666156821927,1.0,1.0,,,,,,,,,
683,152230,1366,0.027774100139605483,0.5,0.8,,,,,,,,,
684,152456,1368,0.028769374556120834,0.5,0.8,,,,,,,,,
685,152570,1370,0.025703422530858527,1.0,1.0,,,,,,,,,
686,152748,1372,0.029714865274284175,0.5,0.8333333333333334,,,,,,,,,
687,153022,1374,0.030884296337118727,0.5,0.8333333333333334,,,,,,,,,
688,153200,1376,0.025013494770861063,1.0,1.0,,,,,,,,,
689,153442,1378,0.023025124244893957,0.5,0.75,0.025869295826653912,0.5,0.8,,,,,,
690,153620,1380,0.022995815641754933,0.5,0.8333333333333334,,,,,,,,,
691,153862,1382,0.01888401063902317,1.0,1.0,,,,,,,,,
692,154088,1384,0.025323632525970814,0.5,0.75,,,,,,,,,
693,154330,1386,0.023469685239650137,0.5,0.8,,,,,,,,,
694,154540,1388,0.03351788858398917,0.0,0.5,,,,,,,,,
695,154766,1390,0.02627492351746826,0.5,0.8,,,,,,,,,
696,154976,1392,0.02692020901486173,0.5,0.75,,,,,,,,,
697,155106,1394,0.0360737906255423,0.5,0.8,0.03127624409694849,0.5,0.8,,,,,,
698,155332,1396,0.03366685213082259,1.0,1.0,,,,,,,,,
699,155542,1398,0.026771000346204013,0.5,0.75,,,,,,,,,
700,155784,1400,0.03123936885505175,0.0,0.6,,,,,,,,,
701,156026,1402,0.02641812582240633,1.0,1.0,,,,,,,,,
702,156300,1404,0.017986643957145883,1.0,1.0,,,,,,,,,
703,156414,1406,0.03142377722614908,1.0,1.0,,,,,,,,,
704,156624,1408,0.02725322383966281,1.0,1.0,,,,,,,,,
705,156866,1410,0.019241955251793265,1.0,1.0,0.02514414868837629,1.0,1.0,,,,,,
706,157124,1412,0.01893272948462368,1.0,1.0,,,,,,,,,
707,157286,1414,0.024607401236103443,1.0,1.0,,,,,,,,,
708,157400,1416,0.01965464973519245,1.0,1.0,,,,,,,,,
709,157562,1418,0.022205515877852123,1.0,1.0,,,,,,,,,
710,157772,1420,0.01906337815888247,1.0,1.0,,,,,,,,,
711,157902,1422,0.02008630442115134,1.0,1.0,,,,,,,,,
712,158112,1424,0.030506225237012095,0.5,0.8333333333333334,,,,,,,,,
713,158338,1426,0.03045658184896053,0.5,0.8,0.023553042089660182,1.0,1.0,,,,,,
714,158452,1428,0.01529188870350546,1.0,1.0,,,,,,,,,
715,158710,1430,0.02342475617056493,1.0,1.0,,,,,,,,,
716,158952,1432,0.01572295558276331,1.0,1.0,,,,,,,,,
717,159066,1434,0.040959719347398345,0.0,0.5,,,,,,,,,
718,159276,1436,0.024899750245144438,1.0,1.0,,,,,,,,,
719,159502,1438,0.025587118762161125,1.0,1.0,,,,,,,,,
720,159648,1440,0.029069348710048768,1.0,1.0,,,,,,,,,
721,159890,1442,0.02787879324155612,1.0,1.0,0.025419195206357395,1.0,1.0,,,,,,
722,160132,1444,0.023374510358621363,1.0,1.0,,,,,,,,,
723,160374,1446,0.03379055148375619,0.0,0.6,,,,,,,,,
724,160600,1448,0.024589559699254224,0.5,0.8333333333333334,,,,,,,,,
725,160746,1450,0.02803177032580025,1.0,1.0,,,,,,,,,
726,160988,1452,0.025722762169575766,1.0,1.0,,,,,,,,,
727,161214,1454,0.025807902834419243,1.0,1.0,,,,,,,,,
728,161424,1456,0.03336527464009158,0.0,0.6,,,,,,,,,
729,161634,1458,0.023425388437592398,1.0,1.0,0.01893780128573602,1.0,1.0,,,,,,
730,161844,1460,0.029129433012811276,1.0,1.0,,,,,,,,,
731,162070,1462,0.020239212546185045,1.0,1.0,,,,,,,,,
732,162312,1464,0.016915278721766753,1.0,1.0,,,,,,,,,
733,162586,1466,0.03192962114831236,0.5,0.75,,,,,,,,,
734,162828,1468,0.023010815681781805,0.5,0.8,,,,,,,,,
735,163086,1470,0.023548184130247448,1.0,1.0,,,,,,,,,
736,163360,1472,0.022623232773810686,1.0,1.0,,,,,,,,,
737,163474,1474,0.04458213238127688,0.5,0.75,0.025668500671380216,1.0,1.0,,,,,,
738,163764,1476,0.01505486768199186,1.0,1.0,,,,,,,,,
739,163990,1478,0.01934967277608036,1.0,1.0,,,,,,,,,
740,164248,1480,0.02303195488631275,1.0,1.0,,,,,,,,,
741,164458,1482,0.035166658554161796,0.0,0.5,,,,,,,,,
742,164668,1484,0.022652869281707986,1.0,1.0,,,,,,,,,
743,164942,1486,0.022644523182481377,0.5,0.8333333333333334,,,,,,,,,
744,165168,1488,0.022295993666372332,0.5,0.8,,,,,,,,,
745,165410,1490,0.030028306114063527,0.5,0.8,0.028944294724598196,1.0,1.0,,,,,,
746,165620,1492,0.02292304371191256,1.0,1.0,,,,,,,,,
747,165862,1494,0.02636646170988274,1.0,1.0,,,,,,,,,
748,166104,1496,0.0277577403271495,1.0,1.0,,,,,,,,,
749,166234,1498,0.03285485939356761,0.5,0.75,,,,,,,,,
750,166460,1500,0.02959151268433548,0.5,0.8333333333333334,,,,,,,,,
751,166654,1502,0.028355723566234777,1.0,1.0,,,,,,,,,
752,166896,1504,0.020820847099363615,1.0,1.0,,,,,,,,,
753,167122,1506,0.021006581627153926,1.0,1.0,0.029077919769893622,1.0,1.0,,,,,,
754,167348,1508,0.027518838136351993,0.5,0.75,,,,,,,,,
755,167622,1510,0.02477833837025521,1.0,1.0,,,,,,,,,
756,167864,1512,0.02726769062234446,1.0,1.0,,,,,,,,,
757,168074,1514,0.03271063914079185,0.5,0.8333333333333334,,,,,,,,,
758,168188,1516,0.031968084830229726,1.0,1.0,,,,,,,,,
759,168414,1518,0.027509643030583026,1.0,1.0,,,,,,,,,
760,168544,1520,0.03066487447897771,0.5,0.8,,,,,,,,,
761,168722,1522,0.0280238185081401,1.0,1.0,0.029854968771304422,1.0,1.0,,,,,,
762,168980,1524,0.01963208108326299,0.5,0.8,,,,,,,,,
