source,title,published_at,currencies,full_news_url,description
Decrypt,The Biggest NFT Moments of 2022,2022-12-23T17:20:15Z,ETH,https://cryptopanic.com/news/17225776/The-Biggest-NFT-Moments-of-2022,"<p>From Apes to big brands to creator royalties, all amid a rollercoaster market, these are the trends that defined the year in NFTs.</p>"
Ethereum World News,Paxos Rescued $20 Million In Digital Gold From FTX Hack,2022-12-23T17:18:44Z,"ETH,PAXG,FTT",https://cryptopanic.com/news/17225761/Paxos-Rescued-20-Million-In-Digital-Gold-From-FTX-Hack,"<p>Summary: FTX was hacked for hundreds of millions in cryptocurrencies a few hours after filing for bankruptcy. Paxos quickly froze 11,184 Paxos Gold (PAXG) tokens stolen from the crypto exchange following a request from&#160; U.S. Federal authorities The on-chain trust firm recovered roughly $20 million after tracking the assets to four Ethereum addresses.&#160; Paxos rescued $20 million in digital gold...</p></body></html>
"
Bitcoin.com,"Biggest Movers: ADA, XRP Rebound From Recent Losses on Friday",2022-12-23T17:00:46Z,"XRP,ADA",https://cryptopanic.com/news/17225735/Biggest-Movers-ADA-XRP-Rebound-From-Recent-Losses-on-Friday,"Cardano climbed for a second consecutive session on Dec. 23, as the token surged to its highest point since Monday. Overall, crypto prices were marginally higher as of writing, with the global market cap currently up 0.49%. Xrp, formerly known as ripple, also rose, with prices nearing a key resistance level. Cardano (ADA) Cardano (ADA) […]"
Bitcoinist,"Binance Has No Debt And Assets Are Segregated, Report Says",2022-12-23T17:00:42Z,BNB,https://cryptopanic.com/news/17225736/Binance-Has-No-Debt-And-Assets-Are-Segregated-Report-Says,"<p>Binance has been under intense scrutiny since it released its proof of reserves about a month ago. The crypto exchange had done so in a bid to assure users that all deposited funds were safe and that it was not going to collapse like FTX, but this had backfired spectacularly for the company. As the […]</p>"
NewsBTC,"FTX Token Jumps 65% As SBF Returns Home, Can FTT Hold The Gains?",2022-12-23T17:00:30Z,"BTC,ETH,ETC,FTT",https://cryptopanic.com/news/17225739/FTX-Token-Jumps-65-As-SBF-Returns-Home-Can-FTT-Hold-The-Gains,"<p>FTX Token (FTT) saw massive gains on Thursday as news of former CEO Sam Bankman-Fried making bail spread across the space. The rapid uptick in the price of the token showed the positivity, albeit brief, that had spread across investors in the token. However, as the dust settles on the disgraced founder, the question now becomes whether the digital asset can hold the gains from yesterday. FTT...</p></body></html>
"
CryptoSlate,Bitcoin closes year with 26th largest market cap globally,2022-12-23T17:00:10Z,BTC,https://cryptopanic.com/news/17225738/Bitcoin-closes-year-with-26th-largest-market-cap-globally,"<p>Bitcoin (BTC) heads into the Christmas period with the 26th largest market cap at $324.68 billion, just below Mastercard with $328.35 billion. </p>
"
Live Bitcoin News,Crypto.com Sends Lots of Money to the Wrong Place,2022-12-23T17:00:00Z,"BTC,ETH,FTT",https://cryptopanic.com/news/17225690/Cryptocom-Sends-Lots-of-Money-to-the-Wrong-Place,"<p>Popular digital currency exchange Crypto.com is in hot water after it allegedly sent a lot of digital money to the wrong account. Crypto.com Sent Money to the Wrong Area At the time of writing, Crypto.com is purported to have sent as much as $400 million in Ethereum funds to a wallet stationed on the platform...</p>
"
U.Today,Is XRPL Decentralized? Analyst Shares Critical Take,2022-12-23T16:45:00Z,XRP,https://cryptopanic.com/news/17225671/Is-XRPL-Decentralized-Analyst-Shares-Critical-Take,<p>Seasoned analyst Justin Bons yet again explains why XRP Ledger design is far from being decentralized</p>
CryptoGlobe,$BTC: Legendary Value Investor Calls Bitcoin ‘Sound Speculation’,2022-12-23T16:38:05Z,BTC,https://cryptopanic.com/news/17225666/BTC-Legendary-Value-Investor-Calls-Bitcoin-Sound-Speculation,"<p>In a recent interview with Barron&#8217;s,&#160;legendary American value investor&#160;William H. Miller III&#160;shared his thoughts on crypto. Miller is the Founder,&#160;Chairman, and Chief Investment Officer&#160;of investment firm&#160;Miller Value Partners, as well as the portfolio manager of firm&#8217;s mutual funds &#8220;Opportunity Equity&#8221; and &#8220;Income Strategy&#8221;. Before starting Miller Value Partners, Bill Miller and Ernie Kiehne...</p></body></html>
"
Feed - Cryptopotato.Com,ETH Needs to Break This Level to Initiate a Rally (Ethereum Price Analysis),2022-12-23T16:22:10Z,ETH,https://cryptopanic.com/news/17225617/ETH-Needs-to-Break-This-Level-to-Initiate-a-Rally-Ethereum-Price-Analysis,"<p>Ethereum’s price has dropped below a significant resistance zone where the 100-day and 50-day moving averages and a recently formed channel’s middle boundary had a stronger confluence. Therefore, a possible uptrend will be possible only if the price exceeds this range. Oppositely, a rejection might trigger another bearish leg. Technical Analysis By Shayan The Daily […]</p>"
U.Today,XRP Scammers Take Over Michel Pereira's Twitter Account,2022-12-23T16:10:00Z,XRP,https://cryptopanic.com/news/17225578/XRP-Scammers-Take-Over-Michel-Pereiras-Twitter-Account,<p>Michel Pereira's Twitter account has been hacked to promote fake XRP giveaway</p>
Feed - Cryptopotato.Com,"SBF Deported and Released on Bail, FTX Fiasco Rageson, Bitcoin Stuck Below $17K: This Week’s Recap",2022-12-23T16:05:42Z,"BTC,FTT",https://cryptopanic.com/news/17225576/SBF-Deported-and-Released-on-Bail-FTX-Fiasco-Rageson-Bitcoin-Stuck-Below-17K-This-Weeks-Recap,<p>SBF got deported to the US and was immediately released under bail. Caroline Ellison pleaded guilty and got a deal. Bitcoin remains below $17k.</p>
Cryptonews,"Today in Crypto:  Joint Operation Dismantles $16M-heavy Crypto Fraud, Kraken Pro and Kraken NFT Go Live, OpenSea Blocks 30 Cuban Creators",2022-12-23T16:00:00Z,"ETH,BNB,LINK",https://cryptopanic.com/news/17225575/Today-in-Crypto-Joint-Operation-Dismantles-16M-heavy-Crypto-Fraud-Kraken-Pro-and-Kraken-NFT-Go-Live-OpenSea-Blocks-30-Cuban-Creators,"<p>Get your daily, bite-sized digest of cryptoasset and blockchain-related news – investigating the stories flying under the radar of today’s crypto news.__________...<br>
Read More: Today in Crypto:  Joint Operation Dismantles $16M-heavy Crypto Fraud, Kraken Pro and Kraken NFT Go Live, OpenSea Blocks 30 Cuban Creators</p>"
Finbold,"Machine learning algorithm sets Ethereum (ETH) price for January 1, 2023",2022-12-23T15:48:27Z,ETH,https://cryptopanic.com/news/17225521/Machine-learning-algorithm-sets-Ethereum-ETH-price-for-January-1-2023,"<p>As the turn of the year is approaching, the cryptocurrency sector is still struggling with the consequences of the collapse … Continued</p>
"
U.Today,Bitcoin (BTC) Price Analysis for December 23,2022-12-23T15:48:00Z,BTC,https://cryptopanic.com/news/17225524/Bitcoin-BTC-Price-Analysis-for-December-23,<p>How long is accumulation period of Bitcoin (BTC) going to last?</p>
CoinDesk,"Craig Wright Can Appeal Satoshi Defamation Finding, Norwegian Court Rules",2022-12-23T15:44:06Z,BTC,https://cryptopanic.com/news/17225516/Craig-Wright-Can-Appeal-Satoshi-Defamation-Finding-Norwegian-Court-Rules,<p>Claims by Twitter user Hodlonaut that Craig Wright is a “fraud” and “scammer” for claiming to found bitcoin will come under a judicial gaze once more</p>
NewsBTC,MATIC Price Enters Recovery Mode But Can It Touch $0.90?,2022-12-23T15:40:47Z,"BTC,ETH,MATIC",https://cryptopanic.com/news/17225522/MATIC-Price-Enters-Recovery-Mode-But-Can-It-Touch-090,"<p>The MATIC price has remained bearish for most of this month. Presently, MATIC is attempting to correct its price. Over the last 24 hours, the coin is up by 2%. In the past week, however, the coin has depreciated by over 8%. Although, securing daily gains has helped the altcoin reverse some of its weekly losses. With Bitcoin consolidating at the moment, many altcoins are unable to break past...</p></body></html>
"
CoinTelegraph,BTC price ignores US PCE data at $16.8K as Bitcoin rejects volatility,2022-12-23T15:35:37Z,BTC,https://cryptopanic.com/news/17225481/BTC-price-ignores-US-PCE-data-at-168K-as-Bitcoin-rejects-volatility,<p>The latest U.S. economic data fails to induce volatility in an otherwise flat Bitcoin price playing field.</p>
U.Today,"230 Million XRP on Move, While XRP Social Activity Hits 3-Month Peak",2022-12-23T15:33:00Z,XRP,https://cryptopanic.com/news/17225486/230-Million-XRP-on-Move-While-XRP-Social-Activity-Hits-3-Month-Peak,<p>XRP social engagements and mentions have soared to new high in past 90 days</p>
The Daily Hodl,"Ripple CEO Brad Garlinghouse Says $3,700,000,000 Wells Fargo Violation Overshadowed by FTX",2022-12-23T15:30:42Z,XRP,https://cryptopanic.com/news/17225485/Ripple-CEO-Brad-Garlinghouse-Says-3700000000-Wells-Fargo-Violation-Overshadowed-by-FTX,"<p>Ripple Labs CEO Brad Garlinghouse says that most people are obsessing over recent debacles in the crypto industry while ignoring what’s going on in the traditional finance world. Garlinghouse says that there is a wildly disproportionate amount of attention directed at the collapse of crypto exchange FTX compared to banking giant Wells Fargo, which just […]</p>
"
CryptoSlate,Bitcoin balances on exchanges are shrinking and Binance is no exception,2022-12-23T15:30:41Z,"BTC,FTT",https://cryptopanic.com/news/17225483/Bitcoin-balances-on-exchanges-are-shrinking-and-Binance-is-no-exception,"<p>The collapse of FTX left a gaping hole in the crypto market. </p>
"
Bitcoin.com,"Bitcoin Miners Discovered 53,240 Blocks This Year, Foundry Led the Pack, Hashrate Tapped an All-Time High",2022-12-23T15:30:10Z,BTC,https://cryptopanic.com/news/17225479/Bitcoin-Miners-Discovered-53240-Blocks-This-Year-Foundry-Led-the-Pack-Hashrate-Tapped-an-All-Time-High,"As the new year approaches, more than a dozen bitcoin mining pools still dedicate a total of 238 exahash per second (EH/s) toward the Bitcoin blockchain in order to secure the network and reap mining rewards. Statistics indicate that the mining pool Foundry USA discovered the most block rewards this year, as the operation found […]"
Decrypt,"OKX Proof-of-Reserve Report Shows 101% Bitcoin, Tether Reserves",2022-12-23T15:10:57Z,USDT,https://cryptopanic.com/news/17225432/OKX-Proof-of-Reserve-Report-Shows-101-Bitcoin-Tether-Reserves,"<p>OKX joins a long list of crypto firms rushing to prove their stability, but regulators continue to question the reliability of such reports.</p>"
U.Today,"Elon Musk May Talk to DOGE Army via Twitter Spaces, XRP Accepted as Payment for Luxury Homes in Dubai, 72.46 Billion SHIB Dumped: Crypto News Digest by U.Today",2022-12-23T15:03:00Z,"XRP,DOGE,SHIB",https://cryptopanic.com/news/17225407/Elon-Musk-May-Talk-to-DOGE-Army-via-Twitter-Spaces-XRP-Accepted-as-Payment-for-Luxury-Homes-in-Dubai-7246-Billion-SHIB-Dumped-Crypto-News-Digest-by-UToday,<p>Check out U.Today’s news digest and make sure you are up to date with the latest events in the industry!</p>
Live Bitcoin News,Iran Hacks U.S. Servers So It Can Mine Cryptocurrency,2022-12-23T15:00:55Z,BTC,https://cryptopanic.com/news/17225406/Iran-Hacks-US-Servers-So-It-Can-Mine-Cryptocurrency,"<p>Hackers from the sanctioned nation of Iran have allegedly hacked several servers of the United States government as a means of installing software to mine digital currencies. These hackers also allegedly sought to steal various network passwords and compromise the nation’s systems. Iran May Have Compromised the U.S. It is believed that hacking attempts by...</p>
"
U.Today,XRP and Cardano (ADA) Rejected by Paxful Founder,2022-12-23T14:45:00Z,"XRP,ADA",https://cryptopanic.com/news/17225329/XRP-and-Cardano-ADA-Rejected-by-Paxful-Founder,<p>Paxful's Ray Youssef has posted several tweets outlining his stance on cryptocurrency acceptance</p>
CoinTelegraph,Top-five most Googled cryptocurrencies worldwide in 2022,2022-12-23T14:45:00Z,"BTC,ETH,DOGE,ADA,SHIB,LTC",https://cryptopanic.com/news/17225325/Top-five-most-Googled-cryptocurrencies-worldwide-in-2022,<p>Bitcoin remains the most-searched cryptocurrency in 2022 by far thanks to its top-brand status and being in a league of its own when it comes to decentralization.</p>
CoinDesk,2023 Will Be the Death of Bitcoin Energy FUD,2022-12-23T14:39:04Z,BTC,https://cryptopanic.com/news/17225323/2023-Will-Be-the-Death-of-Bitcoin-Energy-FUD,<p>TKTK</p>
NewsBTC,Dogecoin (DOGE) Price Is Up 5% On This News,2022-12-23T14:30:53Z,"BTC,DOGE,SHIB",https://cryptopanic.com/news/17225299/Dogecoin-DOGE-Price-Is-Up-5-On-This-News,"<p>After a tough week for Dogecoin (DOGE) investors, there was at least a small Christmas present from the European crypto exchange Bitstamp yesterday. The fifth-largest exchange by spot trading volume, according to recent data from CoinMarketCap, announced that it will list Dogecoin. Bitstamp, which is based in Luxembourg, allows trading between fiat currencies and Bitcoin, as well as other...</p></body></html>
"
AMBCrypto,MATIC gears up for 2023 as Polygon inches closer to the final launch of zkEVM,2022-12-23T14:30:49Z,"ETH,MATIC",https://cryptopanic.com/news/17225291/MATIC-gears-up-for-2023-as-Polygon-inches-closer-to-the-final-launch-of-zkEVM,Polygon has launched the second version of its zkEVM public testnet. It also released two new NFT collections on its Magic Eden Launchpad Leading Ethereum scaling solution provider Polygon announced the launch of the second version of its Polygon zkEVM public testnet as it prepares for its final mainnet launch.  The Polygon zkEVM public testnet […]
BeInCrypto,Where Now for XRP Price as It Bounces at 192-Day Support?,2022-12-23T14:30:00Z,XRP,https://cryptopanic.com/news/17225302/Where-Now-for-XRP-Price-as-It-Bounces-at-192-Day-Support,"<p>The direction of the XRP price trend is unclear. However, an initial relief rally toward $0.385 is likely. The reaction once the price gets there will likely determine the future movement.</p>
"
Feed - Cryptopotato.Com,US Inflation Gauge PCE Clocks in at 4.7% YoY,2022-12-23T14:22:55Z,BTC,https://cryptopanic.com/news/17225268/US-Inflation-Gauge-PCE-Clocks-in-at-47-YoY,<p>The price of bitcoin went up and down by a few hundred dollars after the PCE numbers came out.</p>
CryptoSlate,CryptoSlate Daily wMarket Update: Dogecoin leads the top 10 for second consecutive day,2022-12-23T14:15:16Z,DOGE,https://cryptopanic.com/news/17225252/CryptoSlate-Daily-wMarket-Update-Dogecoin-leads-the-top-10-for-second-consecutive-day,"<p>Over the last 24 hours, the cryptocurrency market cap saw net inflows of $1.51 billion and currently stands at $812.93 billion — up 0.18%. </p>
"
NewsBTC,"WAVES Gets Dragged Down By USDN, Despite Pumping Investor Distribution",2022-12-23T14:03:41Z,"BTC,MATIC,VET",https://cryptopanic.com/news/17225227/WAVES-Gets-Dragged-Down-By-USDN-Despite-Pumping-Investor-Distribution,"<p>There is enormous negative sentiment surrounding USDN. And with USDN continuously falling off its track, it&#8217;s also pulling WAVES down. WAVES is the native token of the Waves blockchain.&#160;According to CoinMarketCap, the token is up by 0.23% or trading at $1.57 as of this writing. There is very little improvement with its current figures. Token up by 0.23% or trading at $1.57 USDN extremely...</p></body></html>
"
Finbold,Polygon hits 200 million addresses milestone despite challenging 2022; What’s next for MATIC?,2022-12-23T13:47:29Z,MATIC,https://cryptopanic.com/news/17225161/Polygon-hits-200-million-addresses-milestone-despite-challenging-2022-Whats-next-for-MATIC,"<p>As the cryptocurrency market seems to be stuck in the game of tug-of-war between bears and bulls, Polygon (MATIC) is … Continued</p>
"
CoinDesk,First Mover Americas: SEC Scrutnizes Crypto Audits; SBF Gets Bail,2022-12-23T13:40:40Z,BTC,https://cryptopanic.com/news/17225149/First-Mover-Americas-SEC-Scrutnizes-Crypto-Audits-SBF-Gets-Bail,"<p>The latest price moves in bitcoin (BTC) and crypto markets in context for Dec. 23, 2022. First Mover is CoinDesk’s daily newsletter that contextualizes the latest actions in the crypto markets.</p>"
U.Today,"DOGE Soars 6%+, Here's What May Be Pushing It",2022-12-23T13:34:00Z,DOGE,https://cryptopanic.com/news/17225128/DOGE-Soars-6-Heres-What-May-Be-Pushing-It,"<p>Dogecoin price has been pumping, while this event may have pushed it upward</p>"
Bitcoin.com,"Bitcoin, Ethereum Technical Analysis: ETH Nears $1,230 Resistance, Following Strong US GDP Data",2022-12-23T13:30:51Z,"BTC,ETH",https://cryptopanic.com/news/17225118/Bitcoin-Ethereum-Technical-Analysis-ETH-Nears-1230-Resistance-Following-Strong-US-GDP-Data,"Ethereum edged closer to a key resistance level of $1,230 on Dec. 23, as markets continued to react to better than expected U.S. GDP data. Gross domestic product in the United States was revised higher to 3.2%, better than the 2.9% expected. Bitcoin mostly consolidated in today’s session, with prices trading near the $16,800 mark. […]"
Bitcoin Magazine,"Russia Close To Legalizing International Trade In Bitcoin, Crypto: Head Of Finance Committee",2022-12-23T13:26:36Z,BTC,https://cryptopanic.com/news/17225091/Russia-Close-To-Legalizing-International-Trade-In-Bitcoin-Crypto-Head-Of-Finance-Committee,<p>The head of the State Duma finance committee reportedly said Russia will legalize the use of cryptocurrency for international trade in January 2023.</p>
CryptoSlate,First non-EVM solution brings NEAR to Metamask,2022-12-23T13:10:38Z,"ETH,NEAR",https://cryptopanic.com/news/17225076/First-non-EVM-solution-brings-NEAR-to-Metamask,"<p>Proximity Labs has developed the first non-Ethereum Virtual Machine (EVM) blockchain solution compatible with Metamask — a popular Ethereum wallet. </p>
"
Live Bitcoin News,Is Crypto Firm Block Fi Next in Line to File Bankruptcy?,2022-12-23T13:00:55Z,"BTC,FTT",https://cryptopanic.com/news/17225045/Is-Crypto-Firm-Block-Fi-Next-in-Line-to-File-Bankruptcy,"<p>2022 has been an atrocious year for cryptocurrency. Many digital asset companies have been forced into dark places and filed for bankruptcy, and it looks like leading blockchain firm Block Fi might be next. Things Aren’t Looking Good for Block Fi Throughout 2022, the crypto space has been hit harder than it ever has in...</p>
"
Bitcoin Magazine,Recounting Ethiopia’s Bitcoin Developments In 2022,2022-12-23T13:00:00Z,BTC,https://cryptopanic.com/news/17224973/Recounting-Ethiopias-Bitcoin-Developments-In-2022,<p>Reviewing select developments emerging from Ethiopia this past year makes it clear that the stage is set for Bitcoin.</p>
BeInCrypto,"Chain (XCN), Trust Wallet Token (TWT), and Filecoin (FIL), Lead The Crypto Market Altcoin Rout",2022-12-23T13:00:00Z,"FIL,LDO,TWT,XCN",https://cryptopanic.com/news/17225068/Chain-XCN-Trust-Wallet-Token-TWT-and-Filecoin-FIL-Lead-The-Crypto-Market-Altcoin-Rout,"<p>The five altcoins that decreased the most in the crypto market last week are XCN, TWT, FIL, LDO and CHZ</p>
"
U.Today,XRP Price Acts Encouraging as SEC Announces Change in Major Post,2022-12-23T12:59:00Z,XRP,https://cryptopanic.com/news/17224986/XRP-Price-Acts-Encouraging-as-SEC-Announces-Change-in-Major-Post,<p>XRP shows encouraging price action amid SEC general counsel's departure</p>
Feed - Cryptopotato.Com,"Crypto Price Analysis Dec-23: ETH, XRP, ADA, BNB and DOT",2022-12-23T12:58:18Z,"ETH,BNB,XRP,ADA,DOT,BNB",https://cryptopanic.com/news/17224983/Crypto-Price-Analysis-Dec-23-ETH-XRP-ADA-BNB-and-DOT,"<p>This week, we take a closer look at Ethereum, Ripple, Cardano, Binance Coin, and Polkadot Ethereum (ETH) ETH fell by 3.1% in the past seven days after it lost the support at $1,240, which has now turned into a resistance. The bulls stepped up at $1,150, and since then, ETH has been trending upwards. In […]</p>"
Coinspeaker,2022 Bitcoin Market Watchers: Year of Surprising Twists & Turns,2022-12-23T12:47:35Z,BTC,https://cryptopanic.com/news/17224963/2022-Bitcoin-Market-Watchers-Year-of-Surprising-Twists-Turns,"<p>Coinspeaker<br>
2022 Bitcoin Market Watchers: Year of Surprising Twists &amp; Turns</p>
<p>Bitcoin market watchers had varying price targets for 2022.However, none foresaw any drama that characterized the crypto space. </p>
<p>2022 Bitcoin Market Watchers: Year of Surprising Twists &amp; Turns</p>"
CoinTelegraph,"What is Wrapped XRP (wXRP), and how does it work?",2022-12-23T12:47:00Z,XRP,https://cryptopanic.com/news/17224976/What-is-Wrapped-XRP-wXRP-and-how-does-it-work,<p>Learn what Wrapped XRP is and how to use wXRP on blockchains other than Ripple’s XRP Ledger. </p>
The Daily Hodl,Billionaire Investing Legend Bill Miller Predicts One Catalyst Will Ensure Bitcoin (BTC) Performs ‘Quite Well’,2022-12-23T12:45:29Z,BTC,https://cryptopanic.com/news/17224968/Billionaire-Investing-Legend-Bill-Miller-Predicts-One-Catalyst-Will-Ensure-Bitcoin-BTC-Performs-Quite-Well,"<p>Legendary investor Bill Miller says that one catalyst is likely going to help Bitcoin (BTC) start performing well again. In a new interview with Barrons, Miller says that Bitcoin, while volatile, has a place in investment portfolios as a “sound speculation.” “At the market low of 2020, Bitcoin was $5,800. Bitcoin is now $17,400. Roughly […]</p>
"
Bitcoinist,"New Data Shows Over 80,000 Crypto Related Jobs Filled In 2022, Despite Mass Layoffs",2022-12-23T12:45:21Z,BTC,https://cryptopanic.com/news/17224960/New-Data-Shows-Over-80000-Crypto-Related-Jobs-Filled-In-2022-Despite-Mass-Layoffs,"<p>The weakening crypto market and contagion among companies as a result of the implosion of the Terra ecosystem in mid-May and the unexpected collapse of FTX last month have had a significant impact on the industry’s headcount, which is perhaps its most important asset. In the previous two months, a large number of people lost […]</p>"
Coinspeaker,Crypto Exchange OKX Releases Second Proof-of-Reserves Report,2022-12-23T12:35:36Z,"BTC,ETH",https://cryptopanic.com/news/17224934/Crypto-Exchange-OKX-Releases-Second-Proof-of-Reserves-Report,"<p>Coinspeaker<br>
Crypto Exchange OKX Releases Second Proof-of-Reserves Report</p>
<p>OKX said the report will be published on the 22nd day of each month and besides the latest version of the report, users will also be able to download past reports at their convenience.</p>
<p>Crypto Exchange OKX Releases Second Proof-of-Reserves Report</p>"
CryptoSlate,"Bitcoin, gold rise 3% following FTX’s crash while Ethereum, USD, others crash",2022-12-23T12:30:36Z,BTC,https://cryptopanic.com/news/17224935/Bitcoin-gold-rise-3-following-FTXs-crash-while-Ethereum-USD-others-crash,"<p>Bitcoin’s (BTC) value has risen by roughly 3% since FTX filed for bankruptcy on November 11, according to CryptoSlate data. </p>
"
Finbold,"Investor Mike Alfred claims Binance has no CFO, in talks with W. Buffett’s firm for funding",2022-12-23T12:15:22Z,"BTC,BNB,BNB",https://cryptopanic.com/news/17224896/Investor-Mike-Alfred-claims-Binance-has-no-CFO-in-talks-with-W-Buffetts-firm-for-funding,"<p>Value investor and Bitcoin (BTC) enthusiast Mike Alfred has recently made a number of (so far unconfirmed) claims about the … Continued</p>
"
Finbold,"Bitcoin’s new rally could start at this price, historical data hints",2022-12-23T12:11:02Z,BTC,https://cryptopanic.com/news/17224897/Bitcoins-new-rally-could-start-at-this-price-historical-data-hints,"<p>Bitcoin’s (BTC) price is still consolidating below $17,000, with investors monitoring the asset for a possible bottom that would likely … Continued</p>
"
